"native","primary","early_language","general_1","general_2","stigma_resp_1","stigma_dist_1","stigma_resp_2","stigma_dist_2","stigma_dist_3","stigma_danger","check","stertyp_cmptition_1","stertyp_cmptition_2","concept_1","concept_2","concept_3","stertyp_comp_1","stertyp_warm_1","stertyp_status_1","stertyp_warm_2","stertyp_status_2","stertyp_comp_2","donate_1","donate_2","donate_3","familiar_1","familiar_2","like","like_fr","offens","offens_fr","impression_1","impression_2","impression_3","impression_3_4_TEXT","control_like","control_often","control_preference","empathy_1","empathy_2","empathy_3","political_social","political_econ","experience_1","experience_2","experience_3","demo_age","demo_gender","demo_education","demo_income","SliderOverlapValue","label","ppt_ID"
1,1,1,"I think about people who are generally in poorer neighborhoods with higher than average crime rates, or just people experiencing homelessness.","This person is someone who is always on guard and is generally a hardworking individual. They're living paycheck to paycheck, and typically are only concerned with surviving from day to day.",2,3,3,3,4,2,2,1,1,5,1,5,3,3,2,2,1,1,50,25,25,5,1,1,"It's a more straightforward and appropriate response or term that I feel more accurately and truthfully describes what's really happening.",2,"This is less offensive because it is more so a term to soften or lessen the reality of what it means to be in that predicament.","I don't perceive them in any way other than calling something what it is.","I also don't perceive this person in any way. I just think of them as someone who doesn't want to be as abrasive with their word choice.",3,NA,1,1,2,4,4,2,4,4,NA,NA,1,36,1,4,3,85,"people who experience housing insecurity",188
1,1,1,"People who do not have a roof over their heads. That is, people who don't have a place to call home, hence they live on the street.","This person doesn't have a place to call home, he lives and sleeps on the streets.",2,1,4,4,3,2,2,1,1,2,3,3,3,3,3,3,1,3,40,50,10,4,4,1,"I feel it is much more straightforward and fits any context for general understanding.",2,"It describes their troubles in a subtle manner.","I would feel the person is just being straightforward without any coy.","This person would seem like a very conscious person trying not to hurt feelings of those affected.",3,NA,6,5,3,4,3,2,2,2,NA,1,NA,24,1,5,3,19,"the homeless",189
1,1,1,"homelessness, not able to be employed, lack of income for basic needs food, water and shelter.","A mother with children, can't find a job and provide a home for her kids to live in.",1,1,5,5,4,2,2,2,1,4,3,4,3,3,3,4,2,1,50,40,10,2,2,2,"It gives more dignity to people experiencing this situation, since sometimes it is out of their control so labeling as homeless creates a much more negative appearance for these people to deal with and defend.",2,"This term feels less offensive since it takes away the negative implications towards the person and their current predicament.","Homeless makes you thing of ""bums"" living on the street and out of garbage cans and are on drugs and are not clean and are burden to society.","This gives you a picture of people who want to get out of their circumstances but need help to do so, an opportunity to work and better their lives and to get a place they can live and enjoy life.",2,NA,1,1,1,5,5,5,1,1,NA,NA,1,50,2,5,3,86,"people who experience housing insecurity",190
1,1,1,"Homeless people are often unlucky people in bad situations. Many have had a hard hand at life. Some are addicted to drugs or alcohol. Others have a criminal history and may struggle with finding a job or just generally fitting in to society at large.","This person is an older man in his 50s. He is quite skinny and has troubles with alcohol addiction.",2,4,5,2,4,4,2,2,2,2,3,3,3,3,2,3,1,2,50,30,20,5,2,1,"The second term just feels weird to me and in a way more insulting.",1,"I feel like the second term dehumanizes them more while the term ""the homeless"" just is an objective statement of a person's status.","I think they are usually a good and decent person.","I feel like they're someone who pretends to care about things but doesn't really care as much as they say they do.",2,NA,1,2,1,3,3,4,1,5,NA,1,NA,29,1,2,2,48,"the homeless",191
1,1,1,"When I hear the term ""the homeless,"" I think of people who are living without a stable, permanent residence, and facing significant struggles such as poverty, mental illness, addiction, or lack of social support.","This person's clothes are layered and worn, a mix of jackets and possibly mismatched shoes. Their face is weathered, with unkempt hair, showing signs of prolonged exposure to the elements.",2,2,5,5,5,2,2,2,2,4,3,3,3,3,2,3,1,1,40,40,20,3,3,1,"It's a widely understood, straightforward way to describe individuals who lack stable housing.",2,"It's less offensive because it emphasizes the temporary nature of their circumstances.","I perceive it as reflecting a more traditional or simplified understanding of the issue, but it can sometimes unintentionally reinforce a sense of separation or stereotyping.","I perceive it as a more compassionate and thoughtful approach, recognizing the temporary and situational nature of homelessness.",2,NA,5,5,3,4,4,2,7,7,NA,NA,1,37,2,5,3,85,"the homeless",192
1,1,1,"Low income families come to mind when speaking of housing insecurity.","This is a very nice person just trying to make ends  meet and provide for their family.",3,2,4,4,5,2,2,5,2,2,1,3,4,3,3,3,2,3,25,50,25,5,4,2,"It just sounds better, not  so rude and blunt.",2,"It’s a nicer way of saying that someone is homeless.","I just think its a little rude.","I think its a polite way of saying someone is homeless.",2,NA,4,4,2,3,5,5,1,1,NA,NA,1,55,2,3,3,51,"people who experience housing insecurity",193
1,1,1,"The word that comes to mind when I hear the word homeless is houseless. I also associate the word disenfranchised and need","This person is experiencing homelessness. They are in need of help and resources.",3,2,5,5,5,2,2,1,1,2,3,3,5,5,4,5,1,3,75,25,0,5,5,2,"People experiencing housing insecurity gives the person more dignity because they are not their situation.",2,"Just because someone doesn't have a house does not mean they are homeless.","I am indifferent. It's a term that has been used for a long time so it may be hard for people to acclimate to more person first language.","I think they may have more direct experience with at-risk communities.",2,NA,7,8,3,5,1,2,7,7,1,NA,NA,35,2,5,2,46,"the homeless",194
1,1,1,"I wish there was more we could do for our homeless.","A veteran who got involved in drugs and lost everything but his dog.",4,1,4,5,3,3,2,3,1,2,3,4,4,4,2,4,1,3,60,20,20,1,2,1,"People without a place to live.",1,"Being honest over a long name","I think its a correct way to say it.","Someone who is trying to not offend people.",3,NA,4,2,2,4,3,1,3,3,NA,NA,1,40,2,5,3,90,"the homeless",195
1,1,1,"They have no regular place to live, they live in tents or boxes under overpasses. They are often dirty because of not having a shower to use regularly. Often sick as well and possibly hungry.","Wearing multiple layers of clothing, carrying all he owns with him. Probably smells pretty bad because he hasn't had a shower lately. He may have a pet which is probably better cared for than he is.",4,3,4,3,5,4,2,3,3,3,4,2,3,4,3,3,1,2,60,30,10,4,2,2,"It sounds a lot more temporary and implies that they are looking for housing. The homeless often do not look for regular housing.",2,"One implies that the person is incapable of getting and keeping a home. The other implies that there is a temporary difficulty that should be resolved before too long.","Just a regular person. You hear that all the time and people have to describe them somehow.","Being kind and compassionate to someone having troubes.",3,NA,1,4,1,3,3,2,3,2,NA,1,NA,59,2,5,2,18,"the homeless",196
1,1,1,"Poverty, drug use related to housing insecurity, inability to get a job for various reasons, not enough social supports","This person is probably one of the kindest and most giving people I would ever meet, they are likely to be part of a disadvantaged community (e.g., African American, women, mentally ill, Hispanic, etc.), they probably are doing everything they can and yet still falling short due to no fault of their own",1,1,5,5,5,1,2,1,5,2,1,3,4,5,3,5,2,3,35,35,30,5,5,2,"I think this distances those we talk about from seeing ""homeless"" as a part of who they are. Saying it this way acknowledges that they are simply people experiencing an unfortunate situation",2,"it puts the person first rather than their situational experiences.","I don't see them as being deliberately harmful or offesnive, but rather just spekaing in the terms they are familiar with without thinking about the impact our labguage has.","I see this person as being more conscious of how the language we use impacts who we use it to discuss",2,NA,6,8,3,5,4,2,7,7,1,1,NA,24,2,4,3,35,"people who experience housing insecurity",197
1,1,1,"They are people who are struggling to get by. They work but can't get ahead.  They lack the support they need to get through rough patches.","This is a person who is working but doesn't make enough to pay all their bills.  They struggle meeting the demands placed on them.  They want to do better and get out of the hole they are in but every time they try something comes up that pushing them back down.  They are tired from the effort.",2,1,5,5,5,1,2,1,1,2,1,3,4,5,3,5,2,1,50,25,25,5,3,1,"I prefer this because it shows the direness of the situation.  Housing insecurity while more respectful is vague.  Homeless tells us it is serious and the person needs help.  Housing insecurity seems temporary and something they can do on their own.",2,"We have stereotypes about the homeless.  They are violent, on drugs, mentally deranged.  But, that's not really the case.  A lot are people working, but they've fallen through the cracks financially.  No matter how hard they try they can't get to the minimum needed to meet their basic needs.","I am indifferent.  I am not sure they mean anything harmful by using it.","They are someone worried about offending.  But, they also run the risk of making light of the person's situation by using a less strong term.  Housing insecurity doesn't sound all that serious.",3,NA,5,8,3,4,4,5,7,6,NA,1,NA,60,2,3,1,56,"people who experience housing insecurity",198
1,1,4,"As a renter who has gone through the house ivel ived in for nearly five years, I can relate to this.  People who experience housing insecurity are always living on the edge, full of anxiety, and panic.  Having a home is something everyone should be able to have as a solid foundation in their lives.","On edge, aware, focused, on the verge of panic.  They are serious individuals who take everything seriously.",1,2,4,4,4,1,2,2,4,2,2,3,4,5,3,4,2,2,35,25,40,5,4,2,"I associate housing insecurity as the inability to secure stable housing.  Homelessness is a complete lack thereof.  I do not associate the two with each other as I view them differently.  I live in a rental house that ive been renting for 5 years as of January.  I have gone through 2 home sales not knowing if ill have a place to live.  How much I pay per month is unmatched anywhere else.  I would be paying triple.",2,"Because housing insecurity is a lack of stable housing, not complete homelessness.","Someone who has no home whatsoever.  I live in Colorado and see rampant homelessness.  Tents near creeks/parks/etc.","I perceive them as normal individuals who are unable to secure a decent paying job and are barely making ends meet.  They/we have a place to live however the dramatic increase in cost of living has made conditions worse.",3,NA,3,4,2,4,4,2,5,5,1,NA,NA,38,1,5,3,24,"people who experience housing insecurity",199
1,1,1,"The unhoused population is one that I feel a lot of empathy for. When I think of them, I often think of veterans or people with untreated mental health issues.","This person is maybe an older man who was a military veteran.",2,2,4,4,4,2,2,1,1,3,3,4,4,4,2,4,2,3,50,50,0,4,4,2,"This term seems to provide more dignity and doesn't dehumanize them.",2,"It doesn't dehumanize them.","I think they are misinformed.","I think they might be more knowledgeable",2,NA,6,8,3,4,4,4,6,6,NA,1,NA,29,2,6,3,96,"the homeless",200
1,1,1,"Low income or marginalized groups of people in our communities.","This person probably grew up in a similar socioeconomic background, they probably have had a hard time all their life.",2,2,4,4,5,2,2,1,1,4,2,5,4,4,3,3,2,3,35,35,30,5,5,2,"I think there is less stigmatism with this term. I feel that when you say ""homelessness"" a lot of people think drugs or violence and don't think about anything else.",2,"I think that there are many people who experience housing insecurity who are not necessarily ""homeless"" they have places they could go but those places may not be safe for them.","I don't perceive them any particular way.","I think I would guess that maybe that person has more knowledge about housing insecurity in our community than someone who would just use the term ""homelessness"".",3,NA,4,8,2,5,4,3,7,7,NA,1,NA,32,2,5,4,48,"people who experience housing insecurity",201
1,1,4,"People whom are irresponsible, make bad choices in life, substance abusers.They are also associated with poverty, immigrants, and veterans as well.","I would describe them as my coworkers who show up to work everyday with a smile on there face, mY daughters friends, my fellow choir member. I would describe them as hard working, funny, smart, and just your everyday productive citizen who have had some tough situations and now trying there absolute best not to let anyone know of their circumstances due to the harsh criticism in society we have put on people who are experiencing housing insecurities.",2,1,4,5,5,1,2,1,1,1,1,3,5,4,3,5,2,2,40,50,10,5,5,2,"i believe homeless has now been term as something to be ashamed of and so referring it to something else stigmatizes it less.",2,"its doesnt seem as negative","perceive the same i would with someone who use the other terminology exactly the same because i dont find the term to be negative personally.","someone the sameway who uses the term homeless, it the samething.",2,NA,4,5,2,4,4,5,6,6,1,1,NA,36,2,4,2,100,"people who experience housing insecurity",202
1,1,1,"These people are usually unemployed or are in need of assistance with money.  Sometimes these people have many things happen which causes them to go into debt which then leads to housing insecurity.  A lot of poorer parts of America experience this and there should be some sort of government assisted program to help with this.","This person probably lacks self esteem and is use to being looked down upon.  I think this person probably avoids a lot of confrontation and is timid and insecure.",2,2,4,4,4,4,2,2,2,2,3,3,3,3,3,3,1,2,33,34,33,3,3,2,"It sounds more appropriate and less looked down upon to the average person who hears this.  I think it would garnish less aggressive reactions from people using housing insecurity.",2,"It doesnt hold the same weight as homeless.  Housing insecurity could just mean you are late on rent or are facing a foreclosure or an eviction for some unforeseen reason.","I would describe these people as the ones living on the street seen under bridges and the ones usually looking very dirty and unkept with no place to sleep usually residing on benches or just the sidewalk.","I perceive this person as having a hardship. This person might be one of many things when saying housing insecurity so you dont really know the circumstances behind it thus reserving a lot of judgement to the average public opinion.",2,NA,4,4,2,4,3,3,4,3,NA,1,NA,36,1,5,3,48,"people who experience housing insecurity",203
1,1,1,"I think of people who live on the street and beg for money.","The person is a bit run-down looking and in need of a shower. You can tell that they are going through a rough period.",4,5,5,3,4,5,2,1,1,4,4,4,1,2,2,2,1,2,25,50,25,5,4,1,"It is simpler and everybody knows what you mean by it.",2,"It tries to beat around the bush and make it seem like a temporary issue.","I think it is normal to use the term and changing it to something else isn't productive or useful.","I would think that it is somebody who is worried a lot about what others think about them.",2,NA,2,5,2,4,3,2,6,2,NA,NA,1,33,1,6,4,26,"the homeless",204
1,1,1,"A person who is in extreme poverty and unable to cater for their financial needs.","Tattered clothes, lean sometimes, looks sick, sleeping under a bridge or by the roadside, begging for money.",2,2,4,3,5,2,2,1,1,1,4,5,2,3,2,2,1,1,30,70,0,5,4,1,"It accurately reflects their current condition.",1,"Calling them anything else does not dispute the facts of their circumstance.","I have no perception of that person.","Attempting to use words to cover facts.",1,NA,5,4,2,4,5,5,2,2,NA,NA,1,25,1,5,3,24,"the homeless",205
1,1,1,"The homeless are the first group of people who come to mind.","Male, 30-50 years old, most likely a military/combat vet. If combat, most likely suffering from mental health and/or physical disability and/or substance abuse issues.",1,3,5,4,4,4,2,3,3,2,4,4,4,4,4,4,1,1,50,50,0,4,1,1,"Because it is what it is, they're HOMELESS. We can sugar coat it with a more dignified term, but it does NOTHING to help the HOMELESS EPIDEMIC currently devastating people's lives in America.",1,"Because it is what it is.","I perceive they're informing me of another homeless problem in America at large, or a specific individual who is homeless.","An easily brainwashed person who does what they're told. Tiptoe around eggshells if required, to prove they're easily manipulated. That's a person my mother would have labeled ""a doormat"".",2,NA,2,2,2,4,3,3,2,2,NA,1,NA,71,2,3,2,24,"people who experience housing insecurity",206
1,1,1,"I think of them as being similar to me and my family when I was growing up. We almost lost our home multiple times. I think most people who are experiencing housing insecurity are hardworking people who are struggling within our price-gouging system.","I think they're someone who works hard but just doesn't make enough money to be able to afford a good home. They're likely under a lot of stress to keep up with the rising costs of their basic needs.",1,1,4,5,5,1,2,1,3,2,3,4,4,4,3,4,2,3,50,30,20,5,3,1,"Housing insecurity sounds like it could mean different things. It sounds like it could mean someone is facing eviction or having trouble paying their rent or mortgage. Homeless is pretty self-explanatory.",1,"I've heard a lot of criticism of the phrase ""people experiencing housing insecurity"" and other similar phrases because people feel like it downplays the seriousness and reality of being homeless.","I prefer to use the term ""homeless people"" instead of ""the homeless"" because I think it better humanizes homeless people. I would think someone using the phrase ""the homeless"" would be dehumanizing homeless people to some extent.","I would feel like they were downplaying the experience of being homeless and I would think they weren't taking homelessness as an issue serious enough.",3,NA,6,8,3,4,3,2,7,7,1,1,NA,30,2,3,3,71,"people who experience housing insecurity",207
1,1,1,"I think of people who are often needing a little help to get on their feet.","It could be anyone. It could be a person who lost their job and can't get back on their feet. It could be someone who is working but doesn't make enough to pay their rent consistently. It could be someone who's made a choice to use their money for other, less practical, items.",3,4,5,3,4,2,2,1,2,2,3,4,3,3,3,4,1,3,33,33,34,3,5,2,"I've been in similar situations but consider there to be two different things here. One, the homeless may indeed be in a shelter or on the streets. Housing insecurity may also mean people who are behind on their rent, who are at risk of missing rent payments. Who earn less than they can afford to pay in rent. Where I live, both terms are used. But Housing insecurity can be used to mean a few things that are adjacent to living on the street without meaning true homelessness.",2,"it just sounds better, fancier.","it's not a problem. I just prefer ""experiencing housing insecurity"" when writing it out. But I use both. I may use homeless as much as the other term if not more because it's quicker to type homeless than the other choice. But when it comes to preferences, ""housing insecurity"" just sounds better.","I think that person works at a city agency, nonprofit, or like me is someone who once did/knows people who are in that world.",3,NA,7,8,2,4,3,3,7,7,1,NA,NA,57,2,3,1,53,"the homeless",208
1,1,1,"street, poor, unloved, ugly man, meth, crack","he's is a sad, somber, man who is unloved. he probably did meth or crack, he's a zombie of a person, his kids drive past him and want to run him over, but they refrain.",4,5,5,1,1,4,2,3,1,2,4,5,2,1,1,1,1,1,10,75,15,4,4,1,"it doesn't matter, its the same. their homeless, I'm not worried about offending them. what are they gonna do sue me.",1,"who cares, I'm not worried about their feelings","a normal person, who cares. they don't have money, their feelings are not important to me","stupid little snowflakes are get upset over everything.",3,NA,4,1,1,4,5,1,2,2,1,NA,NA,20,2,2,2,100,"the homeless",209
1,1,1,"Need better help for them. Shouldnt be putting things in place to make things harder like anti sleep benches. Be kind to eachother, not every homeless person ""deserves it"" no one does.","Without a home, probably not the best clothes to wear. Maybe asking for help, maybe not but either way I feel theyre still a good person.",2,3,5,5,5,2,2,1,1,2,3,2,4,4,4,4,1,2,40,50,10,4,2,2,"Well the term homeless certainly has a negative stigma to it, which I dont think all people going through it deserve that. Especially today.",2,"I mean again I would much rather be called that than ""homeless"" but I guess it doesnt really matter either way.","Sometimes people are way too quick to judge, they see a homeless guy and think hes just some bum and while that could be the case, its equally as likely that he had a tough brake and just needs help.","Fine, I mean it feels like a better term than homeless.",3,NA,4,4,2,3,5,2,5,5,NA,1,NA,21,1,2,3,73,"the homeless",210
1,1,1,"I picture people who are homeless and poor. I picture people who are down on their luck.","I picture someone struggling to keep up with grooming, but probably still a good person. For some reason I picture an older male with a scruffy beard.",2,1,4,5,5,1,2,2,4,4,3,3,3,5,3,5,2,2,30,40,30,5,2,2,"It seems more sensitive and less demeaning to those without housing.",2,"It just seems like a more socially acceptable term. The term homeless has been used a lot and people seem to judge the homeless.","I don't perceive them as rude. I think most people are used to using the term, so they aren't trying to be insensitive.","I think they are using the term to try and be more senstivie.",2,NA,5,5,2,4,4,2,2,2,1,1,NA,41,2,5,2,93,"people who experience housing insecurity",211
1,1,1,"When read the term 'housing insecurity' I think of several groups of people, including immigrants, single parents, uneducated minorities, and people with mental disorders.","they are mostly likely a minority.",4,4,4,3,2,3,2,4,4,3,3,3,3,2,2,3,1,1,50,50,0,4,3,1,"it's simple and the average person knows exactly what it means.",2,"it sounds fancy or like something not that bad.","they are a blunt and matter of fact person who is not concerned with being politically correct.","they are annoyingly politically correct out of fear of what people will say about them, and they lie to themselves and call it compassion.",2,NA,3,5,3,3,2,1,2,2,NA,1,NA,42,2,4,3,53,"people who experience housing insecurity",212
1,1,1,"I mainly think of someone who has a misfortune, like losing a job, an illness that could include substance abuse, or domestic violence. There is a housing shortage in my area and many other places in the world. They could be asylum seekers as well.","I can picture a person who has left their home because of an abusive partner and now live in a shelter.",3,2,4,3,4,3,2,1,1,3,2,4,3,4,3,4,2,1,60,30,10,2,2,2,"People who experience housing insecurity may be homeless or leaving in an inadequate or temporary home.",2,"It includes more people who need better housing.","I think they are unaware of the extent of the housing problem.","I would think they are more caring and aware of the problem.",2,NA,4,5,3,3,3,4,6,5,1,1,NA,78,1,5,4,45,"people who experience housing insecurity",213
1,1,1,"With the ridiculous price of housing, of late, anyone can experience housing insecurity. People on low, fixed or even moderate incomes could be a paycheck away from homelessness.","Someone who, for whatever reason, doesn't have a 6 figure income.",2,3,3,3,5,3,2,1,5,2,1,4,3,3,3,2,2,3,100,0,0,3,2,1,"It is direct rather than politically correct doublespeak.",1,"Because it is accurate and not bullshit.","That person would be honest.","That person would be a Leftard bullshitter.",2,NA,1,1,1,3,1,1,1,1,NA,1,NA,59,1,6,1,15,"people who experience housing insecurity",214
1,1,1,"I think of the homeless as those who are unlucky and whom we as a society have forgotten. They are usually ill and unable to care for themselves or just had a rough turn of events in their lives and there is no real safety net in our capitalistic society. They have fallen through the cracks and are forced to live on the margins.","Usually someone who may been suffering with different illnesses either physical or mental and cannot care for themselves well. They have been highly impacted by housing costs and can't afford the outrageous costs of housing. They have been forgotten by most of society and tried to be legislated away. They may be struggling with staying off drugs or alcohol because of appalling conditions they live in.",2,2,5,3,5,2,2,1,1,2,3,4,3,3,2,3,1,1,40,40,20,4,3,2,"Although it is wordy, it does better explain how people experience homelessness. They are not some group that just appears without homes, they once had homes but now can't keep their homes for a variety of reasons. It humanizes those people more and also emphasizes how we are all just a step away from not being able to secure our own housing.",2,"Because 'the homeless' is almost like a slur these days while 'people who experience housing insecurity' at least makes you think about them as a person, not a monolithic group of scary individuals. It explains their situation as something that could be experienced by almost anyone.","It seems like 'the homeless' is almost like a slur these days and you can hear the vitriol in someone's voice when they say it. It seems devoid of compassion or understanding and like its being used to make us afraid and upset of people who are forced to live on the street.","Well, it does seem a bit 'better than thou' and like a professor doing a lecture, I'll give you that. But at least it isn't used like a battering ram of hatred against a group of people. So I would think they are trying their best to use better language even if they maybe are struggling on the best way to express themselves.",2,NA,6,8,3,4,3,4,7,7,NA,NA,1,46,2,5,4,37,"the homeless",215
1,1,1,"This term is often associated with individuals who are faced with homelessness, increased housing costs, overcrowding, and those living in substandard conditions. For those people who live in densely populated areas and are unable to afford living accommodations and are forced to live with multiple individuals in a cramped dwelling, that term would apply.","That person would not look too much unlike myself. They would be wearing clothes that had been worn several times before.",2,2,5,5,4,1,2,2,3,2,3,5,3,3,3,5,1,4,45,45,10,5,3,2,"Homeless is often associated with the word ""hopeless,"" which is an unfair association.",2,"Homelessness has an ingrained image that society has imprinted into our minds since before the Depression. It's an unfair image and lacks any respect for that individual.","I have no issues with someone using that term as it's been the widely accepted phrase for decades and I've only recently learned that it might be exchanged for something less offensive.","I would not perceive this person as any better or worse than someone who says ""homeless."" The phrase"" housing insecurity"" is still new and unknown to most of us.",2,NA,4,8,3,3,3,4,7,6,NA,1,NA,50,1,5,3,26,"people who experience housing insecurity",216
1,1,1,"When I think of ""the homeless,"" I envision individuals and families who lack stable housing and often face significant challenges in accessing basic necessities like food, healthcare, and hygiene facilities. The term also brings to mind associations with poverty, unemployment, mental health struggles, and social isolation. Additionally, I consider the various circumstances that can lead to homelessness, such as domestic violence, addiction, and systemic inequalities. Overall, the term ""the homel","The person I imagine is a woman in her mid-40s, with worn and weathered skin from spending countless nights on the streets. Her name is Sarah, and she has a kind face, despite the hardships she's endured. She's dressed in layers of worn clothing, with a tattered backpack slung over her shoulder, containing all her worldly possessions. Sarah's eyes hold a deep sadness, but also a spark of resilience, as she navigates the daily struggles of finding food, shelter, and safety.",3,1,4,4,4,2,2,1,1,3,4,1,3,4,4,4,1,3,25,50,25,4,4,1,"I use the term ""the homeless"" because it is a widely recognized and commonly used term in public discourse, allowing for clear and efficient communication.",2,"I think ""People who experience housing insecurity"" is less offensive because it acknowledges the individual's humanity and emphasizes the specific challenge they face, rather than defining them solely by their housing situation.","I perceive someone who uses the term ""the homeless"" as likely unaware of the term's potential to perpetuate stigma and dehumanization, rather than intentionally trying to be hurtful or dismissive.","I perceive someone who uses the term ""people who experience housing insecurity"" as empathetic, informed, and respectful, as they acknowledge the individual's humanity and the complexity of their housing situation.",3,NA,7,9,3,5,5,3,1,1,NA,NA,1,22,1,5,1,83,"the homeless",217
1,1,1,"A couple of things come to mind when i think about the homeless. First I think of people who are ""down on their luck"". Something tragic may have happened to make them homeless but they are likely to recover. The second thing would be drug addicts, and alcoholics. I think they are more likely to remain homeless because they would rather spend any money they get on their next ""fix"".","The typical homeless person I come across is begging for money. They are dirty, disheveled and typically seem to be lying. Most will ask for money to get food or some other necessity and then immediately take the money and go buy alcohol or illegal substances with it.",4,4,4,4,4,4,2,2,1,5,4,5,1,1,1,1,1,1,40,40,20,4,3,1,"The average homeless person I feel is in that situation by choice. Those who did not get there by choice and are facing difficulties they are trying to overcome should be labeled as having housing insecurity.",2,"It makes it sound like it's not the affected person's fault, that it was due to unforeseen circumstances.","I don't see them any differently as I did prior to the saying that. I think it is an appropriate term to use.","I would question what type of person they are referring to. I would also wonder if they have never experienced the homeless population before. I might think they are a bit naive depending on the person experiencing housing insecurities circumstances.",3,NA,3,5,2,4,5,4,6,6,1,1,NA,38,2,2,2,13,"the homeless",218
1,1,1,"People who have gone through unfortunate events in their life that caused them to be in their current situation.","I would  describe them as unfortunate in need of help.",3,3,2,3,3,2,2,1,1,2,3,1,3,3,3,3,1,3,37.5,37.5,25,3,4,2,"I think it's a better way to refer to people that are in a difficult situation and have no  place to stay.",2,"I find it less offensive because it means that they don't have a home to stay in right now but can find one in the future.","I perceive them as being unaware to the hurtfulness of their words.","I'd perceive them of having knowledgeable insight to people that are experiencing housing insecurity and how to help them.",2,NA,2,3,2,4,3,1,2,2,NA,1,NA,18,1,3,1,59,"the homeless",219
1,1,1,"When i hear the term ""people experience housing insecurity""
 1.A lack of stability in living arrangements such as frequent moves, temporary housing or threat of eviction.
2. Living on the streets(homelessness), in shelters or in place not meant for habitation
3. Sharing small living spaces with too many people due to financial constraints.
4. Insufficient income to afford rent or mortgage payments
5. Discussions around affordable housing, rent control, eviction prevention and social safety nets","They could be a single parent working a low-wage job, struggling to make ends meet while supporting their children. They might live in temporary housing, such as a motel, a shelter, or doubling up with friends or family. They might feel stressed or worried about the future, particularly about securing stable housing for their family.

This person might demonstrate resilience and resourcefulness, managing multiple challenges like balancing work, childcare, and looking for permanent housing.",2,2,4,3,4,1,2,2,2,4,3,2,2,2,3,3,2,1,30,50,20,4,4,1,"I would not prefer the term ""the homeless"" because it reduces individuals to a single aspect of their identity, whereas terms like ""people experiencing homelessness"" or ""people who experience housing insecurity"" emphasize their humanity and recognize that homelessness is a situation, not a defining characteristic.",2,"""People who experience housing insecurity"" is less offensive because it acknowledges the temporary and situational nature of their struggle, avoids defining individuals solely by their housing status, and uses people-first language that emphasizes their dignity and humanity.","Someone who uses the term ""the homeless"" may be perceived as unintentionally reducing individuals to their housing status, potentially lacking awareness of the importance of people-first language, though they might not intend to be dismissive or disrespectful.","Someone who uses the term ""people who experience housing insecurity"" may be perceived as thoughtful and respectful, showing an awareness of the importance of inclusive, people-first language that emphasizes the humanity and individuality of those affected.",2,NA,6,4,3,3,2,1,2,2,1,NA,NA,23,2,5,3,71,"people who experience housing insecurity",220
1,1,1,"hen I hear the term ""the homeless,"" several associations come to mind: individuals or families without stable housing, often struggling with poverty, mental health challenges, or addiction. They may be seen on city streets or in shelters, living in temporary or unsafe conditions. The term also brings to mind societal issues such as inequality, lack of affordable housing, and the failure of social systems to provide adequate support. There's often a sense of invisibility or marginalization, as we","If I were to meet someone who is part of the homeless community, I would approach the encounter with empathy and openness, recognizing the complexity of their experiences. I would try to listen without judgment, understanding that their journey may involve personal struggles, systemic failures, and unique challenges. I might ask about their story, their needs, or what support they feel would help, acknowledging that each individual’s situation is different.",2,4,5,4,4,4,2,3,3,4,3,3,1,5,3,5,5,2,20,70,10,5,5,2,"I prefer the term ""people who experience housing insecurity"" because it emphasizes the person's experience rather than defining them by their circumstances, highlighting the broader issue of unstable housing while maintaining their dignity and humanity. It also conveys the idea that housing insecurity can affect anyone, and that it’s a temporary situation for many, rather than a fixed identity",2,"less offensive because it focuses on the situation rather than labeling individuals by their housing status, avoiding stigmatization and recognizing that their circumstances are often the result of broader systemic issues, not a reflection of their worth or character.","When someone uses the term ""the homeless"" to describe a person or group, I perceive it as reflecting a more fixed or dehumanizing view, potentially reducing individuals to their circumstances rather than acknowledging their full identity and humanity. It can imply a sense of separation or otherness, which may unintentionally perpetuate stigma or marginalization.","When someone uses the term ""people who experience housing insecurity,"" I perceive them as more empathetic and aware of the complexities surrounding homelessness, recognizing that housing instability is a temporary and situational issue, not a permanent or defining characteristic of a person. It reflects a more respectful and person-centered approach.",2,NA,7,9,3,5,5,2,5,4,NA,1,NA,21,2,2,2,47,"the homeless",221
