StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,native,primary,early_language,consent,Prolific_ID,general_1,general_2,stigma_resp_1,stigma_dist_1,stigma_resp_2,stigma_dist_2,stigma_dist_3,stigma_danger,check,stertyp_cmptition_1,stertyp_cmptition_2,concept_1,concept_2,concept_3,stertyp_comp_1,stertyp_warm_1,stertyp_status_1,stertyp_warm_2,stertyp_status_2,stertyp_comp_2,donate_1,donate_2,donate_3,familiar_1,familiar_2,like,like_fr,offens,offens_fr,impression_1,impression_2,impression_3,impression_3_4_TEXT,control_like,control_often,control_preference,empathy_1,empathy_2,empathy_3,political_social,political_econ,experience_1,experience_2,experience_3,demo_age,demo_gender,demo_education,demo_income,comment,PROLIFIC_PID,Q_BallotBoxStuffing,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,not_pc_label,pc_label,SliderOverlapValue,label
2024-12-10 15:05:33,2024-12-10 15:12:48,0,76.26.246.245,100,435,1,2024-12-10 15:12:49,R_5jAGl11cWfxYMgi,,,,,28.8078,-81.5637,anonymous,EN,1,1,1,1,5d88dcb723dfcc00151fd043,People that might be on minimum wage and are unable to afford a home,They are just like anyone else. Working hard to get by on a daily basis.,2,2,4,5,5,1,2,1,1,3,2,3,4,4,3,4,1,1,25,50,25,4,1,2,"I did not realize they were the same thing. ",2,The homeless make it sound like someone is not clean or unable to take care of themselves,I think they use it because that term has been around a long time,"I don't think much of it. It just a better term ",2,,2,8,3,4,4,1,1,1,,,1,64,2,2,3,Thank you! Have a great week,5d88dcb723dfcc00151fd043,,,,,,the homeless,people who experience housing insecurity,49,people who experience housing insecurity
2024-12-10 15:04:29,2024-12-10 15:12:51,0,47.184.86.52,100,502,1,2024-12-10 15:12:52,R_1aUZUgzMzZfat0J,,,,,33.238,-97.1134,anonymous,EN,1,1,1,1,5ceebf1f1374500001070a35,"they do not work enough hours ","they are not very active or imaganitve ",5,3,3,3,4,1,2,5,3,4,3,3,2,2,2,2,1,1,0,100,0,4,1,1,"it is just simple and most people know it. ",1,"first of all they are homeless stop try to sugar coat a problem with extra words to easy a terrible situation. straight and to the point is best ","that they are without a place to live ","stupid and not wanting to be aware of their situation ",3,,1,1,2,3,3,3,1,1,,,1,55,2,3,3,,5ceebf1f1374500001070a35,,,,,,the homeless,people who experience housing insecurity,75,people who experience housing insecurity
2024-12-10 14:56:09,2024-12-10 15:12:54,0,174.197.6.125,100,1005,1,2024-12-10 15:12:54,R_30Zq7oKrcuDyFZh,,,,,29.5531,-98.3598,anonymous,EN,1,1,1,1,66d06c3fdcae42c0e5f06b45,"The low class of people of which there annual income is below $15,000",The person works from shift to shift with little to no penny to show for it.,2,3,2,2,3,2,2,4,2,3,3,3,3,4,3,3,2,3,40,40,20,4,4,2,The term homeless make it looks more attacking.,2,The choice of words when it comes to addressing lots of people matters and just has said in the last response the term 'Homeless' is more offensive.,The person is so blunt and doesn't care about others feelings,"The person is more liberal, tactical and have a high emotional intelligence.",2,,6,8,3,4,3,2,6,4,1,,,37,1,5,3,No comment,66d06c3fdcae42c0e5f06b45,,,,,,the homeless,people who experience housing insecurity,48,people who experience housing insecurity
2024-12-10 15:00:05,2024-12-10 15:12:56,0,73.170.7.238,100,771,1,2024-12-10 15:12:56,R_7LYfr63PICbIhFL,,,,,38.1025,-122.2132,anonymous,EN,1,1,1,1,65c6c2ba75830293a68fe774,Employment issues. Education issues. Mental health issues. Unfortunate. Need assistance.,"Unhappy, in need of basic day-to-day items (in addition to housing). Lacking employable attributes (e.g., education, language skills).",3,4,4,3,3,3,2,1,1,4,3,2,3,3,1,3,1,2,50,50,0,2,4,1,"It's accurate and succinct ",1,It's a declarative term that's accurate. Couching it in descriptive changes doesn't change anything.,"The term is accurate. Making the language ""nicer"" is offensive. It's like referring to Illegal aliens as immigrants, trying to cover up the fact that they're here against the law.","Phony, thinking that ""being nice"" in language changes reality.",1,,3,3,2,3,3,5,3,3,,,1,78,2,5,4,,65c6c2ba75830293a68fe774,,,,,,the homeless,people who experience housing insecurity,50,the homeless
2024-12-10 14:59:50,2024-12-10 15:13:28,0,73.103.88.200,100,817,1,2024-12-10 15:13:28,R_54F9MVCYFpOfm1P,,,,,40.4444,-86.9256,anonymous,EN,1,1,1,1,616b44e7e3e9cd8e26040a3a,"I think of people who are either out of a job, have disabilities, have a lower paying job without guaranteed hours, or those who ran into some sort of tragedy. Obviously there are other people that experience housing insecurity, but much of housing insecurity comes from income insecurity, health related costs and debt, and those with mental and physical health issues.","I grew up in a community where housing insecurity is common, so for me this is someone who worked in customer service or in a manufacturing role for one of the larger companies around my town. ",2,1,5,5,1,1,2,2,1,1,2,2,3,4,2,3,1,1,50,50,0,4,3,2,"""Homeless"" has a stigma that might prevent people from getting the help that they need. Even though I don't like the term ""People who experience housing insecurity"" because it feels more like regarding  people as a case study rather than people, it does humanize people better than ""homeless"". On top of that, the terms don't cover the same group of people in the first place.",2,"This term helps to humanize the people effected. ""Homeless"" has some negative connotations to most people.","I don't perceive them any different. ""The homeless"" is a common term and people who use it might not necessarily be meaning to use a charged term.","This term feels pretentious. Even though the term might be socially better, if someone uses this term to describe real people then I might see them as pretentious or with a bit of a savior complex",2,,4,5,2,3,3,2,6,6,1,1,,22,1,3,1,,616b44e7e3e9cd8e26040a3a,,,,,,the homeless,people who experience housing insecurity,30,people who experience housing insecurity
2024-12-10 14:58:51,2024-12-10 15:13:31,0,207.230.114.172,100,880,1,2024-12-10 15:13:32,R_7O67k4VYkGndzdn,,,,,37.751,-97.822,anonymous,EN,1,1,1,1,6708835d0b617b621152e4fb,These can be classified as the people of streetism,A person who sleeps on the street,5,5,4,5,5,4,2,4,5,5,1,5,5,4,5,5,4,5,30,40,30,5,5,1,Not having a place to stay at and call it your own,2,Because they see it to be a normal thing to do,They sometimes feel like it is their way of bullying them,Because they feel the need to do so,3,,7,5,1,5,4,3,7,7,,1,,35,2,5,4,good,6708835d0b617b621152e4fb,,,,,,the homeless,people who experience housing insecurity,44,the homeless
2024-12-10 15:05:57,2024-12-10 15:13:33,0,76.21.135.49,100,455,1,2024-12-10 15:13:33,R_75Sc1tWScP2cR97,,,,,38.8865,-77.0911,anonymous,EN,1,1,1,1,6733df9d5367467ccd9381e0,"Sitting on street, cold, need help",The person is sitting on the sidewalk wearing a coat with a cardboard sign,1,2,5,3,5,2,2,1,1,2,2,3,3,3,3,3,3,3,34,33,33,3,3,1,Better to keep it simple when referring to a group then explain nuance further when needed,2,I think this would be less likely to offend people who are not the typical image of homelessness,"I think it is a more respectful term than others, someone who uses the term is straightforward and wants to help while not being overly ""white paper-y"" about the situation","More clinical, research-appropriate term that I think many unhoused people would not resonate with",4,Unhoused,5,5,3,4,3,3,6,6,,1,,28,2,6,3,,6733df9d5367467ccd9381e0,,,,,,the homeless,people who experience housing insecurity,73,the homeless
2024-12-10 15:05:38,2024-12-10 15:13:39,0,174.178.100.113,100,481,1,2024-12-10 15:13:40,R_701VskvOTw4MNaA,,,,,41.2368,-75.9476,anonymous,EN,1,1,1,1,5f57c697f9f7d02d07909dbb,It is sad that people in the land of the free have to live on the streets.,Down on their luck and can't find a job.,1,1,3,5,5,1,2,1,1,3,3,1,4,4,4,5,1,3,34,33,33,5,3,2,Either way it is awful but I like the sound of housing insecurity better if it were to happen to me.,2,People look down on homelessness.,Someone who does not have a home.,Someone who is struggling to keep their home.,2,,7,9,3,5,5,5,6,6,,1,,55,2,2,3,,5f57c697f9f7d02d07909dbb,,,,,,the homeless,people who experience housing insecurity,100,the homeless
2024-12-10 15:00:20,2024-12-10 15:13:40,0,98.234.228.135,100,800,1,2024-12-10 15:13:40,R_5VsZFtKSuVsAVMn,,,,,38.4361,-122.6718,anonymous,EN,1,1,1,1,66d63c17985c822b67585b28,A concerningly high percentage of renters who are stuck in jobs that don't pay wages that keep up with rising costs.,Probably a reasonably hard worker who just hasn't had a lot of good opportunities in life.,2,2,5,4,5,2,2,2,3,2,2,2,3,3,3,3,2,2,40,20,40,4,2,2,"It implies a more temporary status that can be overcome rather than a state that is just expected to continue. It also implies that there are outside forces causing the situation, which is often more accurate than being the direct fault of the person in question.",2,"There are a lot of negative connotations associated with the term ""the homeless"" based on representation in movies and the news.","I would not immediately assume they are being intentionally derisive, but may just be unaware of alternative terms that can be used. However, if I knew that they were aware of other terms and still used ""the homeless"", especially in a derisive tone, I would think somewhat poorly of the person.",I would feel that they are more knowledgeable about the situations that cause people to be in such a situation and approve of their efforts to use terms that are not as derisive.,2,,4,4,2,3,2,3,6,6,,1,,36,2,5,2,,66d63c17985c822b67585b28,,,,,,the homeless,people who experience housing insecurity,61,people who experience housing insecurity
2024-12-10 15:06:30,2024-12-10 15:14:03,0,104.231.91.45,100,452,1,2024-12-10 15:14:03,R_3LBafeeC2eTZtV7,,,,,41.6868,-81.3399,anonymous,EN,1,1,1,1,60e49c6274c1be146fa85140,"I think of people who are a little bit dirty and are generally having a hard time in life. ","This person might not have the best personal hygiene and will look a bit unwashed. They might have outgrown hair and old, dirty clothing. ",3,4,5,2,5,2,2,1,1,2,4,5,2,3,1,3,1,2,0,0,100,4,3,2,"I think that it's important to remember that these are people experiencing a condition. ""Homeless"" as a term is not a type or subset of people; their lack of housing is something that should be a temporary condition.",2,"I think it's less offensive because it's a condition that is temporary to lack housing. Someone cannot be ""homeless"" in the same way as they can be white or male; it is a temporary condition and not reflective of who they are as a person.","I perceive them as being misinformed. ","I perceive them as a compassionate individual who thinks about the labels or terms they apply to others. ",2,,6,9,3,4,3,3,6,6,,,1,32,2,6,4,,60e49c6274c1be146fa85140,,,,,,the homeless,people who experience housing insecurity,87,the homeless
2024-12-10 15:05:42,2024-12-10 15:14:04,0,75.208.73.57,100,501,1,2024-12-10 15:14:05,R_1GUh5kl4nDZCX8S,,,,,36.1579,-86.8608,anonymous,EN,1,1,1,1,5b81e0a72ce68d0001fa68d5,"Hearing this description makes me sad for the people who are in this situation, particularly those experiencing this due to uncontrollable life events or mental illness.","This person is beaten down by life, anxious, depressed and possibly has other health issues.",2,3,5,4,5,2,2,1,1,2,3,2,3,3,1,3,1,2,33,33,34,3,3,1,It is more definitive and direct.,1,Because it doesn't dance around the prevailing issue-that the person is without a permanent residence.,"Perception can go either way depending on overall context-some use it as a pejorative term, but it's also use as a general descripton and not meant to have negative connotations. ","I perceive someone using this term as more focused on being politically correct than necessarily in tune with the gravity of the situation. ",3,,5,5,3,3,3,3,6,6,,,1,46,2,5,4,,5b81e0a72ce68d0001fa68d5,,,,,,the homeless,people who experience housing insecurity,57,people who experience housing insecurity
2024-12-10 15:04:57,2024-12-10 15:14:08,0,98.162.157.247,100,550,1,2024-12-10 15:14:08,R_57W1IoE6pFkpoaK,,,,,30.4132,-87.3138,anonymous,EN,1,1,1,1,62f8f9a33bc7d6d2915ea840,"The associations that come to my mind when I hear the term homeless are military veterans, mental illness, and the very unlucky.","This person probably has clothes that don't fit well, doesn't have access to the best hygiene care and so their hygiene is probably not great. They also are probably underweight, and quite possibly hungry. There is a decent chance they have some sort of mental illness that has separated them from normal society.",2,3,5,4,5,3,2,1,2,2,4,5,2,4,2,3,1,2,33,33,34,4,2,1,"I don't think changing the term really helps anything. It feels like we are sugar coating a serious issue, and I would rather be blunt and just say what it is.",1,I believe the homeless is less offensive because it is not trying to hide or sugar coat anything. Using a fancy different term to mean the same thing that everyone knows is homelessness doesn't actually help anyone.,"The type of person could be anyone, it really depends on the context of the sentence. I think a lot of the time they are biased against the homeless and don't have much consideration for other humans that are in much tougher situations than themselves.","I think this type of person is probably a bit overly sensitive, but they are trying to be understanding, which I can appreciate.",3,,4,4,3,4,3,2,7,6,,,1,33,1,4,3,Everything worked as intended.,62f8f9a33bc7d6d2915ea840,,,,,,the homeless,people who experience housing insecurity,22,the homeless
2024-12-10 15:02:41,2024-12-10 15:14:18,0,172.127.23.180,100,697,1,2024-12-10 15:14:18,R_5Ampg4jwGXsokO5,,,,,35.8538,-78.686,anonymous,EN,1,1,1,1,5a01ddf3728b1b0001ad8ad0,The homeless are people who do not have housing. They may live on the streets or in shelters. I associate them with being poor and unable to provide for themselves.,"This person does not have many possessions. They do not have many close family members or friends. They feel isolated from society. They do not have many comforts of life. ",1,3,5,2,5,1,2,1,1,4,3,3,3,3,2,3,1,3,75,25,0,5,4,1,It's how I have always known it and seems to fit just fine.,1,"I think the other phrase is overly complicated and sounds kind of pretentious. ","I perceive this person as a typical person using typical language. ","I perceive this as someone who is trying very hard to be inoffensive and to use the correct and appropriate phrasing. They are very concerned with how they come across to others and about being respectful. 
",3,,7,8,3,4,3,3,7,7,,,1,31,2,5,3,None,5a01ddf3728b1b0001ad8ad0,,,,,,the homeless,people who experience housing insecurity,100,the homeless
2024-12-10 15:08:31,2024-12-10 15:14:23,0,24.102.198.126,100,352,1,2024-12-10 15:14:23,R_6YxfIW5mM2aV00j,,,,,40.8327,-75.7033,anonymous,EN,1,1,1,1,650917227df766f0de543c1c,I think of people who tend to live in more urban areas and who have faced either unemployment or drug related issues (or both).,They would likely have all of their belongings in a cart or other small portable container. They would live near parks or sidewalks. They would have a rugged appearance from not having new clothing or able to take care of personal hygiene issues for a while.,3,3,4,4,5,3,2,2,3,2,3,4,3,3,2,3,1,1,20,50,30,3,3,1,"The term ""the homeless"" clearly demonstrates the point. Housing insecurity, in my eyes, could also include people at risk for becoming homeless and not just those without their own home/apartment themselves.",1,I find it slightly less offensive because it doesn't skirt around the issue at hand.,I would perceive them as someone discussing a sociological issue.,I would see them as someone describing a sociological issue.,2,,1,2,1,4,4,2,1,1,,,1,38,1,6,4,,650917227df766f0de543c1c,,,,,,the homeless,people who experience housing insecurity,72,the homeless
2024-12-10 15:05:31,2024-12-10 15:14:23,0,172.59.24.234,100,531,1,2024-12-10 15:14:24,R_1ARthOJ9ML8zu0Y,,,,,41.3844,-81.7003,anonymous,EN,1,1,1,1,6647d407ef73569bbe52518c,"Under privileged people (non majority), capitalism, broken system, lack of empathy",Normal person. More down to earth than most. Can be anybody,2,1,5,5,5,1,2,1,1,2,3,2,4,5,3,5,1,4,50,25,25,4,4,2,It is more respectful to the people in question,2,"""homeless person"" has extremely negative connotations","Usually when people say homeless they mean someone who doesn't have a home who is dirty and ungrateful and a strain on society,",This would be someone who is aware of societal issues and is respectful of people.,2,,6,8,3,4,4,4,7,7,1,,,28,1,2,2,,6647d407ef73569bbe52518c,,,,,,the homeless,people who experience housing insecurity,72,people who experience housing insecurity
2024-12-10 15:06:14,2024-12-10 15:14:32,0,73.177.223.2,100,498,1,2024-12-10 15:14:33,R_12LMZ1XfyMkKoMK,,,,,38.4555,-77.4326,anonymous,EN,1,1,1,1,5e08bbbafeea891c97523e87,"People who have had bad luck or have been unfairly taken advantage of by a corrupt economical state ","Scared, trying to survive. Hard working and hustling day to day ",1,1,5,5,5,1,2,1,1,4,2,4,5,5,4,4,2,4,60,20,20,5,4,2,"It sounds less dehumanizing ",2,"It sounds less dehumanizing, it literally calls them people whereas the other one does not",Someone who is just used to that term being used since it’s been the popular term for decades,Probably younger than those who use the other term,2,,6,9,3,5,4,3,7,7,,,1,30,2,5,4,,5e08bbbafeea891c97523e87,,,,,,the homeless,people who experience housing insecurity,69,people who experience housing insecurity
2024-12-10 15:05:08,2024-12-10 15:14:38,0,173.31.13.121,100,569,1,2024-12-10 15:14:39,R_3erJEAUaGpKAfpD,,,,,35.618,-118.4731,anonymous,EN,1,1,1,1,66a66702e594fac728e89a93,The first thing that comes to mind is the homeless.,"Living on the streets. Not able to afford the increasing cost of housing. ",3,2,4,4,5,3,2,3,2,2,3,3,3,3,2,3,1,2,33,33,34,3,3,1,"Housing insectary could mean that they do currently have a home but my loose it or do not make enough to pay for their house and food/necessitates and have to choose each month what to pay for. Homeless to me just means that, they are homeless.",2,Because it could mean several things. The homeless makes you just think of the ones living on the streets somewhere already.,"I see nothing wrong with using the term if your not using it to be mean. Homeless is homeless, it just describes what is currently going on.",Maybe someone who is trying to be better and not say homeless.,3,,4,4,2,3,3,4,1,2,1,,,36,2,3,3,,66a66702e594fac728e89a93,,,,,,the homeless,people who experience housing insecurity,49,people who experience housing insecurity
2024-12-10 14:59:43,2024-12-10 15:14:39,0,206.72.25.155,100,895,1,2024-12-10 15:14:40,R_5qgrq63HkJZWeJx,,,,,42.71,-92.5925,anonymous,EN,1,1,1,1,56721761980a3c0011277389,"Homeless to me means persons without a permanent place to live for whatever reason. ",This person may just be temporarily down on their luck or they could be someone addicted to drugs. There is no one way to describe all homeless people.,3,2,4,4,4,2,2,1,1,4,3,3,3,3,3,3,2,3,50,50,0,3,2,1,It has been used for many years and I feel like it pulls at the heart strings in terms of people donating to help.,1,"I don't feel like either one is particularly offensive since they both describe the situation. We shouldn't keep changing names because they offend someone. ",I don't perceive them in any particular way. The people are temporarily without a home and it's the easiest term for all people to understand.,I do not feel as though they are accurately describing the situation. Housing insecurity could mean a person is at risk of losing their home.  This is different from someone who does not have a home.,1,,4,4,2,3,4,3,3,2,,,1,52,2,4,3,,56721761980a3c0011277389,,,,,,the homeless,people who experience housing insecurity,48,the homeless
2024-12-10 15:00:54,2024-12-10 15:14:47,0,97.189.65.66,100,832,1,2024-12-10 15:14:47,R_78RKp1QMlkGcgOd,,,,,33.9576,-118.267,anonymous,EN,1,1,1,1,60906c79f8cfd718d6dcb3df,"I think about people who are generally in poorer neighborhoods with higher than average crime rates, or just people experiencing homelessness. ","This person is someone who is always on guard and is generally a hardworking individual. They're living paycheck to paycheck, and typically are only concerned with surviving from day to day.",2,3,3,3,4,2,2,1,1,5,1,5,3,3,2,2,1,1,50,25,25,5,1,1,"It's a more straightforward and appropriate response or term that I feel more accurately and truthfully describes what's really happening. ",2,"This is less offensive because it is more so a term to soften or lessen the reality of what it means to be in that predicament. ",I don't perceive them in any way other than calling something what it is.,I also don't perceive this person in any way. I just think of them as someone who doesn't want to be as abrasive with their word choice.,3,,1,1,2,4,4,2,4,4,,,1,36,1,4,3,,60906c79f8cfd718d6dcb3df,,,,,,the homeless,people who experience housing insecurity,85,people who experience housing insecurity
2024-12-10 14:46:15,2024-12-10 15:15:03,0,99.129.2.251,100,1727,1,2024-12-10 15:15:03,R_3CxjSCR5YmnQbjY,,,,,37.6687,-97.2217,anonymous,EN,1,1,1,1,6726307cbac822f17bcdc781,"People who do not have a roof over their heads. That is, people who don't have a place to call home, hence they live on the street.","This person doesn't have a place to call home, he lives and sleeps on the streets.",2,1,4,4,3,2,2,1,1,2,3,3,3,3,3,3,1,3,40,50,10,4,4,1,I feel it is much more straightforward and fits any context for general understanding.,2,It describes their troubles in a subtle manner.,I would feel the person is just being straightforward without any coy.,This person would seem like a very conscious person trying not to hurt feelings of those affected.,3,,6,5,3,4,3,2,2,2,,1,,24,1,5,3,"No further comments, thank you.",6726307cbac822f17bcdc781,,,,,,the homeless,people who experience housing insecurity,19,the homeless
2024-12-10 15:04:34,2024-12-10 15:15:04,0,96.19.76.16,100,629,1,2024-12-10 15:15:04,R_51cn6F7O15W1vX0,,,,,43.6502,-116.4343,anonymous,EN,1,1,1,1,665bc3c447bdecc4b77379fa,"homelessness, not able to be employed, lack of income for basic needs food, water and shelter. ","A mother with children, can't find a job and provide a home for her kids to live in. ",1,1,5,5,4,2,2,2,1,4,3,4,3,3,3,4,2,1,50,40,10,2,2,2,"It gives more dignity to people experiencing this situation, since sometimes it is out of their control so labeling as homeless creates a much more negative appearance for these people to deal with and defend.  ",2,"This term feels less offensive since it takes away the negative implications towards the person and their current predicament. ","Homeless makes you thing of ""bums"" living on the street and out of garbage cans and are on drugs and are not clean and are burden to society. ","This gives you a picture of people who want to get out of their circumstances but need help to do so, an opportunity to work and better their lives and to get a place they can live and enjoy life. ",2,,1,1,1,5,5,5,1,1,,,1,50,2,5,3,,665bc3c447bdecc4b77379fa,,,,,,the homeless,people who experience housing insecurity,86,people who experience housing insecurity
2024-12-10 15:06:23,2024-12-10 15:15:09,0,134.22.19.33,100,525,1,2024-12-10 15:15:09,R_7Nl7HiAM5mNfA7U,,,,,32.107,-81.2499,anonymous,EN,1,1,1,1,64077ddd11208afe2bec171a,Homeless people are often unlucky people in bad situations. Many have had a hard hand at life. Some are addicted to drugs or alcohol. Others have a criminal history and may struggle with finding a job or just generally fitting in to society at large.,This person is an older man in his 50s. He is quite skinny and has troubles with alcohol addiction.,2,4,5,2,4,4,2,2,2,2,3,3,3,3,2,3,1,2,50,30,20,5,2,1,The second term just feels weird to me and in a way more insulting.,1,"I feel like the second term dehumanizes them more while the term ""the homeless"" just is an objective statement of a person's status.",I think they are usually a good and decent person.,I feel like they're someone who pretends to care about things but doesn't really care as much as they say they do.,2,,1,2,1,3,3,4,1,5,,1,,29,1,2,2,,64077ddd11208afe2bec171a,,,,,,the homeless,people who experience housing insecurity,48,the homeless
2024-12-10 15:07:31,2024-12-10 15:15:09,0,75.183.212.144,100,458,1,2024-12-10 15:15:09,R_3EKmQeWrcaDxcA1,,,,,35.9825,-78.5376,anonymous,EN,1,1,1,1,663e4c000f13ed12bc94bc41,"When I hear the term ""the homeless,"" I think of people who are living without a stable, permanent residence, and facing significant struggles such as poverty, mental illness, addiction, or lack of social support.","This person's clothes are layered and worn, a mix of jackets and possibly mismatched shoes. Their face is weathered, with unkempt hair, showing signs of prolonged exposure to the elements.",2,2,5,5,5,2,2,2,2,4,3,3,3,3,2,3,1,1,40,40,20,3,3,1,"It's a widely understood, straightforward way to describe individuals who lack stable housing.",2,It's less offensive because it emphasizes the temporary nature of their circumstances.,"I perceive it as reflecting a more traditional or simplified understanding of the issue, but it can sometimes unintentionally reinforce a sense of separation or stereotyping.","I perceive it as a more compassionate and thoughtful approach, recognizing the temporary and situational nature of homelessness.",2,,5,5,3,4,4,2,7,7,,,1,37,2,5,3,,663e4c000f13ed12bc94bc41,,,,,,the homeless,people who experience housing insecurity,85,the homeless
2024-12-10 15:02:43,2024-12-10 15:15:14,0,132.147.156.19,100,751,1,2024-12-10 15:15:15,R_5VfsReeGH4jm0sH,,,,,32.9658,-97.6866,anonymous,EN,1,1,1,1,66ba5e1536b184eb208686a3,Low income families come to mind when speaking of housing insecurity.,This is a very nice person just trying to make ends  meet and provide for their family.,3,2,4,4,5,2,2,5,2,2,1,3,4,3,3,3,2,3,25,50,25,5,4,2,"It just sounds better, not  so rude and blunt.",2,It’s a nicer way of saying that someone is homeless.,I just think its a little rude.,I think its a polite way of saying someone is homeless.,2,,4,4,2,3,5,5,1,1,,,1,55,2,3,3,,66ba5e1536b184eb208686a3,,,,,,the homeless,people who experience housing insecurity,51,people who experience housing insecurity
2024-12-10 15:04:53,2024-12-10 15:15:16,0,163.116.253.62,100,622,1,2024-12-10 15:15:16,R_3JkMwazM6ONRWu0,,,,,32.7724,-96.8172,anonymous,EN,1,1,1,1,6658cc3fe945182d30f9fdc8,The word that comes to mind when I hear the word homeless is houseless. I also associate the word disenfranchised and need,"This person is experiencing homelessness. They are in need of help and resources. ",3,2,5,5,5,2,2,1,1,2,3,3,5,5,4,5,1,3,75,25,0,5,5,2,"People experiencing housing insecurity gives the person more dignity because they are not their situation. ",2,Just because someone doesn't have a house does not mean they are homeless.,"I am indifferent. It's a term that has been used for a long time so it may be hard for people to acclimate to more person first language. ",I think they may have more direct experience with at-risk communities.,2,,7,8,3,5,1,2,7,7,1,,,35,2,5,2,no,6658cc3fe945182d30f9fdc8,,,,,,the homeless,people who experience housing insecurity,46,the homeless
2024-12-10 15:06:00,2024-12-10 15:15:20,0,173.173.14.128,100,559,1,2024-12-10 15:15:20,R_6LK7f223yThNhM5,,,,,31.0065,-97.8406,anonymous,EN,1,1,1,1,66837515eaf084da1f1d8fc0,"I wish there was more we could do for our homeless. ","A veteran who got involved in drugs and lost everything but his dog. ",4,1,4,5,3,3,2,3,1,2,3,4,4,4,2,4,1,3,60,20,20,1,2,1,"People without a place to live. ",1,"Being honest over a long name ",I think its a correct way to say it.,Someone who is trying to not offend people.,3,,4,2,2,4,3,1,3,3,,,1,40,2,5,3,,66837515eaf084da1f1d8fc0,,,,,,the homeless,people who experience housing insecurity,90,the homeless
2024-12-10 15:03:45,2024-12-10 15:15:23,0,199.68.225.58,100,697,1,2024-12-10 15:15:24,R_6zAprx0txXCulV3,,,,,35.6737,-90.5073,anonymous,EN,1,1,1,1,644c0e49c7aebcba935aa09d,"They have no regular place to live, they live in tents or boxes under overpasses. They are often dirty because of not having a shower to use regularly. Often sick as well and possibly hungry.","Wearing multiple layers of clothing, carrying all he owns with him. Probably smells pretty bad because he hasn't had a shower lately. He may have a pet which is probably better cared for than he is.",4,3,4,3,5,4,2,3,3,3,4,2,3,4,3,3,1,2,60,30,10,4,2,2,It sounds a lot more temporary and implies that they are looking for housing. The homeless often do not look for regular housing.,2,One implies that the person is incapable of getting and keeping a home. The other implies that there is a temporary difficulty that should be resolved before too long.,Just a regular person. You hear that all the time and people have to describe them somehow.,Being kind and compassionate to someone having troubes.,3,,1,4,1,3,3,2,3,2,,1,,59,2,5,2,,644c0e49c7aebcba935aa09d,,,,,,the homeless,people who experience housing insecurity,18,the homeless
2024-12-10 15:06:43,2024-12-10 15:15:26,0,174.25.68.68,100,523,1,2024-12-10 15:15:26,R_6JM1F9Nq1qJRMvD,,,,,45.5153,-122.5523,anonymous,EN,1,1,1,1,6111587a8000027e7f79b1ba,"Poverty, drug use related to housing insecurity, inability to get a job for various reasons, not enough social supports","This person is probably one of the kindest and most giving people I would ever meet, they are likely to be part of a disadvantaged community (e.g., African American, women, mentally ill, Hispanic, etc.), they probably are doing everything they can and yet still falling short due to no fault of their own",1,1,5,5,5,1,2,1,5,2,1,3,4,5,3,5,2,3,35,35,30,5,5,2,"I think this distances those we talk about from seeing ""homeless"" as a part of who they are. Saying it this way acknowledges that they are simply people experiencing an unfortunate situation",2,it puts the person first rather than their situational experiences.,"I don't see them as being deliberately harmful or offesnive, but rather just spekaing in the terms they are familiar with without thinking about the impact our labguage has.",I see this person as being more conscious of how the language we use impacts who we use it to discuss,2,,6,8,3,5,4,2,7,7,1,1,,24,2,4,3,,6111587a8000027e7f79b1ba,,,,,,the homeless,people who experience housing insecurity,35,people who experience housing insecurity
2024-12-10 15:01:28,2024-12-10 15:15:39,0,76.226.81.161,100,850,1,2024-12-10 15:15:39,R_7HQhy78m5yeceAx,,,,,37.7047,-122.1245,anonymous,EN,1,1,1,1,5d4c7d1a2a25e5000114cf3b,"They are people who are struggling to get by. They work but can't get ahead.  They lack the support they need to get through rough patches.  ",This is a person who is working but doesn't make enough to pay all their bills.  They struggle meeting the demands placed on them.  They want to do better and get out of the hole they are in but every time they try something comes up that pushing them back down.  They are tired from the effort.,2,1,5,5,5,1,2,1,1,2,1,3,4,5,3,5,2,1,50,25,25,5,3,1,I prefer this because it shows the direness of the situation.  Housing insecurity while more respectful is vague.  Homeless tells us it is serious and the person needs help.  Housing insecurity seems temporary and something they can do on their own.,2,"We have stereotypes about the homeless.  They are violent, on drugs, mentally deranged.  But, that's not really the case.  A lot are people working, but they've fallen through the cracks financially.  No matter how hard they try they can't get to the minimum needed to meet their basic needs.",I am indifferent.  I am not sure they mean anything harmful by using it.,"They are someone worried about offending.  But, they also run the risk of making light of the person's situation by using a less strong term.  Housing insecurity doesn't sound all that serious.",3,,5,8,3,4,4,5,7,6,,1,,60,2,3,1,,5d4c7d1a2a25e5000114cf3b,,,,,,the homeless,people who experience housing insecurity,56,people who experience housing insecurity
